Natural Disaster,Number of Deaths,Entity,Code,Year
Wildfire,33.6,Algeria,DZA,01/01/2020
Drought,0,American Samoa,ASM,01/01/1900
Dry mass movement,0,American Samoa,ASM,01/01/1900
Earthquake,0,American Samoa,ASM,01/01/1900
Extreme temperature,0,American Samoa,ASM,01/01/1900
Extreme weather,0,American Samoa,ASM,01/01/1900
Flood,0,American Samoa,ASM,01/01/1900
Fog,0,American Samoa,ASM,01/01/1900
Glacial lake outburst flood,0,American Samoa,ASM,01/01/1900
Volcanic activity,0,American Samoa,ASM,01/01/1900
Wet mass movement,0,American Samoa,ASM,01/01/1900
Wildfire,0,American Samoa,ASM,01/01/1900
Drought,0,American Samoa,ASM,01/01/1910
Dry mass movement,0,American Samoa,ASM,01/01/1910
Earthquake,0,American Samoa,ASM,01/01/1910
Extreme temperature,0,American Samoa,ASM,01/01/1910
Extreme weather,0,American Samoa,ASM,01/01/1910
Flood,0,American Samoa,ASM,01/01/1910
Fog,0,American Samoa,ASM,01/01/1910
Glacial lake outburst flood,0,American Samoa,ASM,01/01/1910
Volcanic activity,0,American Samoa,ASM,01/01/1910
Wet mass movement,0,American Samoa,ASM,01/01/1910
Wildfire,0,American Samoa,ASM,01/01/1910
Drought,0,American Samoa,ASM,01/01/1920
Dry mass movement,0,American Samoa,ASM,01/01/1920
Earthquake,0,American Samoa,ASM,01/01/1920
Extreme temperature,0,American Samoa,ASM,01/01/1920
Extreme weather,0,American Samoa,ASM,01/01/1920
Flood,0,American Samoa,ASM,01/01/1920
Fog,0,American Samoa,ASM,01/01/1920
Glacial lake outburst flood,0,American Samoa,ASM,01/01/1920
Volcanic activity,0,American Samoa,ASM,01/01/1920
Wet mass movement,0,American Samoa,ASM,01/01/1920
Wildfire,0,American Samoa,ASM,01/01/1920
Drought,0,American Samoa,ASM,01/01/1930
Dry mass movement,0,American Samoa,ASM,01/01/1930
Earthquake,0,American Samoa,ASM,01/01/1930
Extreme temperature,0,American Samoa,ASM,01/01/1930
Extreme weather,0,American Samoa,ASM,01/01/1930
Flood,0,American Samoa,ASM,01/01/1930
Fog,0,American Samoa,ASM,01/01/1930
Glacial lake outburst flood,0,American Samoa,ASM,01/01/1930
Volcanic activity,0,American Samoa,ASM,01/01/1930
Wet mass movement,0,American Samoa,ASM,01/01/1930
Wildfire,0,American Samoa,ASM,01/01/1930
Drought,0,American Samoa,ASM,01/01/1940
Dry mass movement,0,American Samoa,ASM,01/01/1940
Earthquake,0,American Samoa,ASM,01/01/1940
Extreme temperature,0,American Samoa,ASM,01/01/1940
Extreme weather,0,American Samoa,ASM,01/01/1940
Flood,0,American Samoa,ASM,01/01/1940
Fog,0,American Samoa,ASM,01/01/1940
Glacial lake outburst flood,0,American Samoa,ASM,01/01/1940
Volcanic activity,0,American Samoa,ASM,01/01/1940
Wet mass movement,0,American Samoa,ASM,01/01/1940
Wildfire,0,American Samoa,ASM,01/01/1940
Drought,0,American Samoa,ASM,01/01/1950
Dry mass movement,0,American Samoa,ASM,01/01/1950
Earthquake,0,American Samoa,ASM,01/01/1950
Extreme temperature,0,American Samoa,ASM,01/01/1950
Extreme weather,0,American Samoa,ASM,01/01/1950
Flood,0,American Samoa,ASM,01/01/1950
Fog,0,American Samoa,ASM,01/01/1950
Glacial lake outburst flood,0,American Samoa,ASM,01/01/1950
Volcanic activity,0,American Samoa,ASM,01/01/1950
Wet mass movement,0,American Samoa,ASM,01/01/1950
Wildfire,0,American Samoa,ASM,01/01/1950
Drought,0,American Samoa,ASM,01/01/1960
Dry mass movement,0,American Samoa,ASM,01/01/1960
Earthquake,0,American Samoa,ASM,01/01/1960
Extreme temperature,0,American Samoa,ASM,01/01/1960
Extreme weather,9,American Samoa,ASM,01/01/1960
Flood,0,American Samoa,ASM,01/01/1960
Fog,0,American Samoa,ASM,01/01/1960
Glacial lake outburst flood,0,American Samoa,ASM,01/01/1960
Volcanic activity,0,American Samoa,ASM,01/01/1960
Wet mass movement,0,American Samoa,ASM,01/01/1960
Wildfire,0,American Samoa,ASM,01/01/1960
Drought,0,American Samoa,ASM,01/01/1970
Dry mass movement,0,American Samoa,ASM,01/01/1970
Earthquake,0,American Samoa,ASM,01/01/1970
Extreme temperature,0,American Samoa,ASM,01/01/1970
Extreme weather,0,American Samoa,ASM,01/01/1970
Flood,0,American Samoa,ASM,01/01/1970
Fog,0,American Samoa,ASM,01/01/1970
Glacial lake outburst flood,0,American Samoa,ASM,01/01/1970
Volcanic activity,0,American Samoa,ASM,01/01/1970
Wet mass movement,0,American Samoa,ASM,01/01/1970
Wildfire,0,American Samoa,ASM,01/01/1970
Drought,0,American Samoa,ASM,01/01/1980
Dry mass movement,0,American Samoa,ASM,01/01/1980
Earthquake,0,American Samoa,ASM,01/01/1980
Extreme temperature,0,American Samoa,ASM,01/01/1980
Extreme weather,0,American Samoa,ASM,01/01/1980
Flood,0,American Samoa,ASM,01/01/1980
Fog,0,American Samoa,ASM,01/01/1980
Glacial lake outburst flood,0,American Samoa,ASM,01/01/1980
Volcanic activity,0,American Samoa,ASM,01/01/1980
Wet mass movement,0,American Samoa,ASM,01/01/1980
Wildfire,0,American Samoa,ASM,01/01/1980
Drought,0,American Samoa,ASM,01/01/1990
Dry mass movement,0,American Samoa,ASM,01/01/1990
Earthquake,0,American Samoa,ASM,01/01/1990
Extreme temperature,0,American Samoa,ASM,01/01/1990
Extreme weather,0,American Samoa,ASM,01/01/1990
Flood,0,American Samoa,ASM,01/01/1990
Fog,0,American Samoa,ASM,01/01/1990
Glacial lake outburst flood,0,American Samoa,ASM,01/01/1990
Volcanic activity,0,American Samoa,ASM,01/01/1990
Wet mass movement,0,American Samoa,ASM,01/01/1990
Wildfire,0,American Samoa,ASM,01/01/1990
Drought,0,American Samoa,ASM,01/01/2000
Dry mass movement,0,American Samoa,ASM,01/01/2000
Earthquake,3.4,American Samoa,ASM,01/01/2000
Extreme temperature,0,American Samoa,ASM,01/01/2000
Extreme weather,0,American Samoa,ASM,01/01/2000
Flood,0.6,American Samoa,ASM,01/01/2000
Fog,0,American Samoa,ASM,01/01/2000
Glacial lake outburst flood,0,American Samoa,ASM,01/01/2000
Volcanic activity,0,American Samoa,ASM,01/01/2000
Wet mass movement,0,American Samoa,ASM,01/01/2000
Wildfire,0,American Samoa,ASM,01/01/2000
Drought,0,American Samoa,ASM,01/01/2010
Dry mass movement,0,American Samoa,ASM,01/01/2010
Earthquake,0,American Samoa,ASM,01/01/2010
Extreme temperature,0,American Samoa,ASM,01/01/2010
Extreme weather,0,American Samoa,ASM,01/01/2010
Flood,0,American Samoa,ASM,01/01/2010
Fog,0,American Samoa,ASM,01/01/2010
Glacial lake outburst flood,0,American Samoa,ASM,01/01/2010
Volcanic activity,0,American Samoa,ASM,01/01/2010
Wet mass movement,0,American Samoa,ASM,01/01/2010
Wildfire,0,American Samoa,ASM,01/01/2010
Drought,0,American Samoa,ASM,01/01/2020
Dry mass movement,0,American Samoa,ASM,01/01/2020
Earthquake,0,American Samoa,ASM,01/01/2020
Extreme temperature,0,American Samoa,ASM,01/01/2020
Extreme weather,0,American Samoa,ASM,01/01/2020
Flood,0,American Samoa,ASM,01/01/2020
Fog,0,American Samoa,ASM,01/01/2020
Glacial lake outburst flood,0,American Samoa,ASM,01/01/2020
Volcanic activity,0,American Samoa,ASM,01/01/2020
Wet mass movement,0,American Samoa,ASM,01/01/2020
Wildfire,0,American Samoa,ASM,01/01/2020
Drought,0,Angola,AGO,01/01/1900
Dry mass movement,0,Angola,AGO,01/01/1900
Earthquake,0,Angola,AGO,01/01/1900
Extreme temperature,0,Angola,AGO,01/01/1900
Extreme weather,0,Angola,AGO,01/01/1900
Flood,0,Angola,AGO,01/01/1900
Fog,0,Angola,AGO,01/01/1900
Glacial lake outburst flood,0,Angola,AGO,01/01/1900
Volcanic activity,0,Angola,AGO,01/01/1900
Wet mass movement,0,Angola,AGO,01/01/1900
Wildfire,0,Angola,AGO,01/01/1900
Drought,0,Angola,AGO,01/01/1910
Dry mass movement,0,Angola,AGO,01/01/1910
Earthquake,0,Angola,AGO,01/01/1910
Extreme temperature,0,Angola,AGO,01/01/1910
Extreme weather,0,Angola,AGO,01/01/1910
Flood,0,Angola,AGO,01/01/1910
Fog,0,Angola,AGO,01/01/1910
Glacial lake outburst flood,0,Angola,AGO,01/01/1910
Volcanic activity,0,Angola,AGO,01/01/1910
Wet mass movement,0,Angola,AGO,01/01/1910
Wildfire,0,Angola,AGO,01/01/1910
Drought,0,Angola,AGO,01/01/1920
Dry mass movement,0,Angola,AGO,01/01/1920
Earthquake,0,Angola,AGO,01/01/1920
Extreme temperature,0,Angola,AGO,01/01/1920
Extreme weather,0,Angola,AGO,01/01/1920
Flood,0,Angola,AGO,01/01/1920
Fog,0,Angola,AGO,01/01/1920
Glacial lake outburst flood,0,Angola,AGO,01/01/1920
Volcanic activity,0,Angola,AGO,01/01/1920
Wet mass movement,0,Angola,AGO,01/01/1920
Wildfire,0,Angola,AGO,01/01/1920
Drought,0,Angola,AGO,01/01/1930
Dry mass movement,0,Angola,AGO,01/01/1930
Earthquake,0,Angola,AGO,01/01/1930
Extreme temperature,0,Angola,AGO,01/01/1930
Extreme weather,0,Angola,AGO,01/01/1930
Flood,0,Angola,AGO,01/01/1930
Fog,0,Angola,AGO,01/01/1930
Glacial lake outburst flood,0,Angola,AGO,01/01/1930
Volcanic activity,0,Angola,AGO,01/01/1930
Wet mass movement,0,Angola,AGO,01/01/1930
Wildfire,0,Angola,AGO,01/01/1930
Drought,0,Angola,AGO,01/01/1940
Dry mass movement,0,Angola,AGO,01/01/1940
Earthquake,0,Angola,AGO,01/01/1940
Extreme temperature,0,Angola,AGO,01/01/1940
Extreme weather,0,Angola,AGO,01/01/1940
Flood,0,Angola,AGO,01/01/1940
Fog,0,Angola,AGO,01/01/1940
Glacial lake outburst flood,0,Angola,AGO,01/01/1940
Volcanic activity,0,Angola,AGO,01/01/1940
Wet mass movement,0,Angola,AGO,01/01/1940
Wildfire,0,Angola,AGO,01/01/1940
Drought,0,Angola,AGO,01/01/1950
Dry mass movement,0,Angola,AGO,01/01/1950
Earthquake,0,Angola,AGO,01/01/1950
Extreme temperature,0,Angola,AGO,01/01/1950
Extreme weather,0,Angola,AGO,01/01/1950
Flood,0,Angola,AGO,01/01/1950
Fog,0,Angola,AGO,01/01/1950
Glacial lake outburst flood,0,Angola,AGO,01/01/1950
Volcanic activity,0,Angola,AGO,01/01/1950
Wet mass movement,0,Angola,AGO,01/01/1950
Wildfire,0,Angola,AGO,01/01/1950
Drought,0,Angola,AGO,01/01/1960
Dry mass movement,0,Angola,AGO,01/01/1960
Earthquake,0,Angola,AGO,01/01/1960
Extreme temperature,0,Angola,AGO,01/01/1960
Extreme weather,0,Angola,AGO,01/01/1960
Flood,0,Angola,AGO,01/01/1960
Fog,0,Angola,AGO,01/01/1960
Glacial lake outburst flood,0,Angola,AGO,01/01/1960
Volcanic activity,0,Angola,AGO,01/01/1960
Wet mass movement,0,Angola,AGO,01/01/1960
Wildfire,0,Angola,AGO,01/01/1960
Drought,0,Angola,AGO,01/01/1970
Dry mass movement,0,Angola,AGO,01/01/1970
Earthquake,0,Angola,AGO,01/01/1970
Extreme temperature,0,Angola,AGO,01/01/1970
Extreme weather,0,Angola,AGO,01/01/1970
Flood,0,Angola,AGO,01/01/1970
Fog,0,Angola,AGO,01/01/1970
Glacial lake outburst flood,0,Angola,AGO,01/01/1970
Volcanic activity,0,Angola,AGO,01/01/1970
Wet mass movement,0,Angola,AGO,01/01/1970
Wildfire,0,Angola,AGO,01/01/1970
Drought,0,Angola,AGO,01/01/1980
Dry mass movement,0,Angola,AGO,01/01/1980
Earthquake,0,Angola,AGO,01/01/1980
Extreme temperature,0,Angola,AGO,01/01/1980
Extreme weather,0,Angola,AGO,01/01/1980
Flood,0,Angola,AGO,01/01/1980
Fog,0,Angola,AGO,01/01/1980
Glacial lake outburst flood,0,Angola,AGO,01/01/1980
Volcanic activity,0,Angola,AGO,01/01/1980
Wet mass movement,0,Angola,AGO,01/01/1980
Wildfire,0,Angola,AGO,01/01/1980
Drought,0,Angola,AGO,01/01/1990
Dry mass movement,0,Angola,AGO,01/01/1990
Earthquake,0,Angola,AGO,01/01/1990
Extreme temperature,0,Angola,AGO,01/01/1990
Extreme weather,0,Angola,AGO,01/01/1990
Flood,0,Angola,AGO,01/01/1990
Fog,0,Angola,AGO,01/01/1990
Glacial lake outburst flood,0,Angola,AGO,01/01/1990
Volcanic activity,0,Angola,AGO,01/01/1990
Wet mass movement,0,Angola,AGO,01/01/1990
Wildfire,0,Angola,AGO,01/01/1990
Drought,5.8,Angola,AGO,01/01/2000
Dry mass movement,0,Angola,AGO,01/01/2000
Earthquake,0,Angola,AGO,01/01/2000
Extreme temperature,0,Angola,AGO,01/01/2000
Extreme weather,0,Angola,AGO,01/01/2000
Flood,32.8,Angola,AGO,01/01/2000
Fog,0,Angola,AGO,01/01/2000
Glacial lake outburst flood,0,Angola,AGO,01/01/2000
Volcanic activity,0,Angola,AGO,01/01/2000
Wet mass movement,1.3,Angola,AGO,01/01/2000
Wildfire,0,Angola,AGO,01/01/2000
Drought,0,Angola,AGO,01/01/2010
Dry mass movement,0,Angola,AGO,01/01/2010
Earthquake,0,Angola,AGO,01/01/2010
Extreme temperature,0,Angola,AGO,01/01/2010
Extreme weather,0,Angola,AGO,01/01/2010
Flood,44,Angola,AGO,01/01/2010
Fog,0,Angola,AGO,01/01/2010
Glacial lake outburst flood,0,Angola,AGO,01/01/2010
Volcanic activity,0,Angola,AGO,01/01/2010
Wet mass movement,0,Angola,AGO,01/01/2010
Wildfire,0,Angola,AGO,01/01/2010
Drought,0,Angola,AGO,01/01/2020
Dry mass movement,0,Angola,AGO,01/01/2020
Earthquake,0,Angola,AGO,01/01/2020
Extreme temperature,0,Angola,AGO,01/01/2020
Extreme weather,0,Angola,AGO,01/01/2020
Flood,28.2,Angola,AGO,01/01/2020
Fog,0,Angola,AGO,01/01/2020
Glacial lake outburst flood,0,Angola,AGO,01/01/2020
Volcanic activity,0,Angola,AGO,01/01/2020
Wet mass movement,0,Angola,AGO,01/01/2020
Wildfire,0,Angola,AGO,01/01/2020
Drought,0,Anguilla,AIA,01/01/1900
Dry mass movement,0,Anguilla,AIA,01/01/1900
Earthquake,0,Anguilla,AIA,01/01/1900
Extreme temperature,0,Anguilla,AIA,01/01/1900
Extreme weather,0,Anguilla,AIA,01/01/1900
Flood,0,Anguilla,AIA,01/01/1900
Fog,0,Anguilla,AIA,01/01/1900
Glacial lake outburst flood,0,Anguilla,AIA,01/01/1900
Volcanic activity,0,Anguilla,AIA,01/01/1900
Wet mass movement,0,Anguilla,AIA,01/01/1900
Wildfire,0,Anguilla,AIA,01/01/1900
Drought,0,Anguilla,AIA,01/01/1910
Dry mass movement,0,Anguilla,AIA,01/01/1910
Earthquake,0,Anguilla,AIA,01/01/1910
Extreme temperature,0,Anguilla,AIA,01/01/1910
Extreme weather,0,Anguilla,AIA,01/01/1910
Flood,0,Anguilla,AIA,01/01/1910
Fog,0,Anguilla,AIA,01/01/1910
Glacial lake outburst flood,0,Anguilla,AIA,01/01/1910
Volcanic activity,0,Anguilla,AIA,01/01/1910
Wet mass movement,0,Anguilla,AIA,01/01/1910
Wildfire,0,Anguilla,AIA,01/01/1910
Drought,0,Anguilla,AIA,01/01/1920
Dry mass movement,0,Anguilla,AIA,01/01/1920
Earthquake,0,Anguilla,AIA,01/01/1920
Extreme temperature,0,Anguilla,AIA,01/01/1920
Extreme weather,0,Anguilla,AIA,01/01/1920
Flood,0,Anguilla,AIA,01/01/1920
Fog,0,Anguilla,AIA,01/01/1920
Glacial lake outburst flood,0,Anguilla,AIA,01/01/1920
Volcanic activity,0,Anguilla,AIA,01/01/1920
Wet mass movement,0,Anguilla,AIA,01/01/1920
Wildfire,0,Anguilla,AIA,01/01/1920
Drought,0,Anguilla,AIA,01/01/1930
Dry mass movement,0,Anguilla,AIA,01/01/1930
Earthquake,0,Anguilla,AIA,01/01/1930
Extreme temperature,0,Anguilla,AIA,01/01/1930
Extreme weather,0,Anguilla,AIA,01/01/1930
Flood,0,Anguilla,AIA,01/01/1930
Fog,0,Anguilla,AIA,01/01/1930
Glacial lake outburst flood,0,Anguilla,AIA,01/01/1930
Volcanic activity,0,Anguilla,AIA,01/01/1930
Wet mass movement,0,Anguilla,AIA,01/01/1930
Wildfire,0,Anguilla,AIA,01/01/1930
Drought,0,Anguilla,AIA,01/01/1940
Dry mass movement,0,Anguilla,AIA,01/01/1940
Earthquake,0,Anguilla,AIA,01/01/1940
Extreme temperature,0,Anguilla,AIA,01/01/1940
Extreme weather,0,Anguilla,AIA,01/01/1940
Flood,0,Anguilla,AIA,01/01/1940
Fog,0,Anguilla,AIA,01/01/1940
Glacial lake outburst flood,0,Anguilla,AIA,01/01/1940
Volcanic activity,0,Anguilla,AIA,01/01/1940
Wet mass movement,0,Anguilla,AIA,01/01/1940
Wildfire,0,Anguilla,AIA,01/01/1940
Drought,0,Anguilla,AIA,01/01/1950
Dry mass movement,0,Anguilla,AIA,01/01/1950
Earthquake,0,Anguilla,AIA,01/01/1950
Extreme temperature,0,Anguilla,AIA,01/01/1950
Extreme weather,0,Anguilla,AIA,01/01/1950
Flood,0,Anguilla,AIA,01/01/1950
Fog,0,Anguilla,AIA,01/01/1950
Glacial lake outburst flood,0,Anguilla,AIA,01/01/1950
Volcanic activity,0,Anguilla,AIA,01/01/1950
Wet mass movement,0,Anguilla,AIA,01/01/1950
Wildfire,0,Anguilla,AIA,01/01/1950
Drought,0,Anguilla,AIA,01/01/1960
Dry mass movement,0,Anguilla,AIA,01/01/1960
Earthquake,0,Anguilla,AIA,01/01/1960
Extreme temperature,0,Anguilla,AIA,01/01/1960
Extreme weather,0.5,Anguilla,AIA,01/01/1960
Flood,0,Anguilla,AIA,01/01/1960
Fog,0,Anguilla,AIA,01/01/1960
Glacial lake outburst flood,0,Anguilla,AIA,01/01/1960
Volcanic activity,0,Anguilla,AIA,01/01/1960
Wet mass movement,0,Anguilla,AIA,01/01/1960
Wildfire,0,Anguilla,AIA,01/01/1960
Drought,0,Anguilla,AIA,01/01/1970
Dry mass movement,0,Anguilla,AIA,01/01/1970
Earthquake,0,Anguilla,AIA,01/01/1970
Extreme temperature,0,Anguilla,AIA,01/01/1970
Extreme weather,0,Anguilla,AIA,01/01/1970
Flood,0,Anguilla,AIA,01/01/1970
Fog,0,Anguilla,AIA,01/01/1970
Glacial lake outburst flood,0,Anguilla,AIA,01/01/1970
Volcanic activity,0,Anguilla,AIA,01/01/1970
Wet mass movement,0,Anguilla,AIA,01/01/1970
Wildfire,0,Anguilla,AIA,01/01/1970
Drought,0,Anguilla,AIA,01/01/1980
Dry mass movement,0,Anguilla,AIA,01/01/1980
Earthquake,0,Anguilla,AIA,01/01/1980
Extreme temperature,0,Anguilla,AIA,01/01/1980
Extreme weather,0,Anguilla,AIA,01/01/1980
Flood,0,Anguilla,AIA,01/01/1980
Fog,0,Anguilla,AIA,01/01/1980
Glacial lake outburst flood,0,Anguilla,AIA,01/01/1980
Volcanic activity,0,Anguilla,AIA,01/01/1980
Wet mass movement,0,Anguilla,AIA,01/01/1980
Wildfire,0,Anguilla,AIA,01/01/1980
Drought,0,Anguilla,AIA,01/01/1990
Dry mass movement,0,Anguilla,AIA,01/01/1990
Earthquake,0,Anguilla,AIA,01/01/1990
Extreme temperature,0,Anguilla,AIA,01/01/1990
Extreme weather,0,Anguilla,AIA,01/01/1990
Flood,0,Anguilla,AIA,01/01/1990
Fog,0,Anguilla,AIA,01/01/1990
Glacial lake outburst flood,0,Anguilla,AIA,01/01/1990
Volcanic activity,0,Anguilla,AIA,01/01/1990
Wet mass movement,0,Anguilla,AIA,01/01/1990
Wildfire,0,Anguilla,AIA,01/01/1990
Drought,0,Anguilla,AIA,01/01/2000
Dry mass movement,0,Anguilla,AIA,01/01/2000
Earthquake,0,Anguilla,AIA,01/01/2000
Extreme temperature,0,Anguilla,AIA,01/01/2000
Extreme weather,0,Anguilla,AIA,01/01/2000
Flood,0,Anguilla,AIA,01/01/2000
Fog,0,Anguilla,AIA,01/01/2000
Glacial lake outburst flood,0,Anguilla,AIA,01/01/2000
Volcanic activity,0,Anguilla,AIA,01/01/2000
Wet mass movement,0,Anguilla,AIA,01/01/2000
Wildfire,0,Anguilla,AIA,01/01/2000
Drought,0,Anguilla,AIA,01/01/2010
Dry mass movement,0,Anguilla,AIA,01/01/2010
Earthquake,0,Anguilla,AIA,01/01/2010
Extreme temperature,0,Anguilla,AIA,01/01/2010
Extreme weather,0.4,Anguilla,AIA,01/01/2010
Flood,0,Anguilla,AIA,01/01/2010
Fog,0,Anguilla,AIA,01/01/2010
Glacial lake outburst flood,0,Anguilla,AIA,01/01/2010
Volcanic activity,0,Anguilla,AIA,01/01/2010
Wet mass movement,0,Anguilla,AIA,01/01/2010
Wildfire,0,Anguilla,AIA,01/01/2010
Drought,0,Anguilla,AIA,01/01/2020
Dry mass movement,0,Anguilla,AIA,01/01/2020
Earthquake,0,Anguilla,AIA,01/01/2020
Extreme temperature,0,Anguilla,AIA,01/01/2020
Extreme weather,0,Anguilla,AIA,01/01/2020
Flood,0,Anguilla,AIA,01/01/2020
Fog,0,Anguilla,AIA,01/01/2020
Glacial lake outburst flood,0,Anguilla,AIA,01/01/2020
Volcanic activity,0,Anguilla,AIA,01/01/2020
Wet mass movement,0,Anguilla,AIA,01/01/2020
Wildfire,0,Anguilla,AIA,01/01/2020
Drought,0,Antigua and Barbuda,ATG,01/01/1900
Dry mass movement,0,Antigua and Barbuda,ATG,01/01/1900
Earthquake,0,Antigua and Barbuda,ATG,01/01/1900
Extreme temperature,0,Antigua and Barbuda,ATG,01/01/1900
Extreme weather,0,Antigua and Barbuda,ATG,01/01/1900
Flood,0,Antigua and Barbuda,ATG,01/01/1900
Fog,0,Antigua and Barbuda,ATG,01/01/1900
Glacial lake outburst flood,0,Antigua and Barbuda,ATG,01/01/1900
Volcanic activity,0,Antigua and Barbuda,ATG,01/01/1900
Wet mass movement,0,Antigua and Barbuda,ATG,01/01/1900
Wildfire,0,Antigua and Barbuda,ATG,01/01/1900
Drought,0,Antigua and Barbuda,ATG,01/01/1910
Dry mass movement,0,Antigua and Barbuda,ATG,01/01/1910
Earthquake,0,Antigua and Barbuda,ATG,01/01/1910
Extreme temperature,0,Antigua and Barbuda,ATG,01/01/1910
Extreme weather,0,Antigua and Barbuda,ATG,01/01/1910
Flood,0,Antigua and Barbuda,ATG,01/01/1910
Fog,0,Antigua and Barbuda,ATG,01/01/1910
Glacial lake outburst flood,0,Antigua and Barbuda,ATG,01/01/1910
Volcanic activity,0,Antigua and Barbuda,ATG,01/01/1910
Wet mass movement,0,Antigua and Barbuda,ATG,01/01/1910
Wildfire,0,Antigua and Barbuda,ATG,01/01/1910
Drought,0,Antigua and Barbuda,ATG,01/01/1920
Dry mass movement,0,Antigua and Barbuda,ATG,01/01/1920
Earthquake,0,Antigua and Barbuda,ATG,01/01/1920
Extreme temperature,0,Antigua and Barbuda,ATG,01/01/1920
Extreme weather,0,Antigua and Barbuda,ATG,01/01/1920
Flood,0,Antigua and Barbuda,ATG,01/01/1920
Fog,0,Antigua and Barbuda,ATG,01/01/1920
Glacial lake outburst flood,0,Antigua and Barbuda,ATG,01/01/1920
Volcanic activity,0,Antigua and Barbuda,ATG,01/01/1920
Wet mass movement,0,Antigua and Barbuda,ATG,01/01/1920
Wildfire,0,Antigua and Barbuda,ATG,01/01/1920
Drought,0,Antigua and Barbuda,ATG,01/01/1930
Dry mass movement,0,Antigua and Barbuda,ATG,01/01/1930
Earthquake,0,Antigua and Barbuda,ATG,01/01/1930
Extreme temperature,0,Antigua and Barbuda,ATG,01/01/1930
Extreme weather,0,Antigua and Barbuda,ATG,01/01/1930
Flood,0,Antigua and Barbuda,ATG,01/01/1930
Fog,0,Antigua and Barbuda,ATG,01/01/1930
Glacial lake outburst flood,0,Antigua and Barbuda,ATG,01/01/1930
Volcanic activity,0,Antigua and Barbuda,ATG,01/01/1930
Wet mass movement,0,Antigua and Barbuda,ATG,01/01/1930
Wildfire,0,Antigua and Barbuda,ATG,01/01/1930
Drought,0,Antigua and Barbuda,ATG,01/01/1940
Dry mass movement,0,Antigua and Barbuda,ATG,01/01/1940
Earthquake,0,Antigua and Barbuda,ATG,01/01/1940
Extreme temperature,0,Antigua and Barbuda,ATG,01/01/1940
Extreme weather,0,Antigua and Barbuda,ATG,01/01/1940
Flood,0,Antigua and Barbuda,ATG,01/01/1940
Fog,0,Antigua and Barbuda,ATG,01/01/1940
Glacial lake outburst flood,0,Antigua and Barbuda,ATG,01/01/1940
Volcanic activity,0,Antigua and Barbuda,ATG,01/01/1940
Wet mass movement,0,Antigua and Barbuda,ATG,01/01/1940
Wildfire,0,Antigua and Barbuda,ATG,01/01/1940
Drought,0,Antigua and Barbuda,ATG,01/01/1950
Dry mass movement,0,Antigua and Barbuda,ATG,01/01/1950
Earthquake,0,Antigua and Barbuda,ATG,01/01/1950
Extreme temperature,0,Antigua and Barbuda,ATG,01/01/1950
Extreme weather,0.2,Antigua and Barbuda,ATG,01/01/1950
Flood,0,Antigua and Barbuda,ATG,01/01/1950
Fog,0,Antigua and Barbuda,ATG,01/01/1950
Glacial lake outburst flood,0,Antigua and Barbuda,ATG,01/01/1950
Volcanic activity,0,Antigua and Barbuda,ATG,01/01/1950
Wet mass movement,0,Antigua and Barbuda,ATG,01/01/1950
